"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"NITINSPIN","EQ","23-Feb-2021","         80.05","         80.15","         84.00","         80.00","         83.90","         82.45","         81.21","      45576","             3701011.65","        441","      35809","         78.57"
"NITINSPIN","EQ","24-Feb-2021","         82.45","         83.00","         84.50","         80.15","         80.45","         80.40","         81.40","      40531","             3299306.65","        418","      28484","         70.28"
"NITINSPIN","EQ","25-Feb-2021","         80.40","         82.00","         82.00","         79.00","         80.30","         80.40","         79.47","     165415","            13145675.80","        946","     127508","         77.08"
"NITINSPIN","EQ","26-Feb-2021","         80.40","         79.50","         80.60","         77.10","         79.80","         79.15","         78.98","      73499","             5805189.45","        480","      57916","         78.80"
"NITINSPIN","EQ","01-Mar-2021","         79.15","         79.10","         82.65","         78.00","         79.25","         79.20","         79.13","     330024","            26115844.25","        998","     260500","         78.93"
"NITINSPIN","EQ","02-Mar-2021","         79.20","         79.45","         81.85","         78.00","         80.10","         78.55","         78.91","     317764","            25074368.80","       1251","     229356","         72.18"
"NITINSPIN","EQ","03-Mar-2021","         78.55","         80.70","         82.50","         79.10","         80.90","         80.05","         80.98","      90315","             7313494.30","       1007","      58075","         64.30"
"NITINSPIN","EQ","04-Mar-2021","         80.05","         80.10","         88.05","         78.95","         87.00","         87.10","         86.31","     400935","            34603859.25","       2104","     240978","         60.10"
"NITINSPIN","EQ","05-Mar-2021","         87.10","         87.35","         89.70","         84.50","         85.75","         85.70","         86.05","     187187","            16106537.25","       2762","     138370","         73.92"
"NITINSPIN","EQ","08-Mar-2021","         85.70","         85.00","         93.20","         83.00","         88.50","         88.45","         89.60","     237003","            21235990.90","       2160","     112320","         47.39"
"NITINSPIN","EQ","09-Mar-2021","         88.45","         89.90","         90.30","         85.05","         86.45","         85.50","         86.99","      55710","             4845990.50","        777","      35608","         63.92"
"NITINSPIN","EQ","10-Mar-2021","         85.50","         86.05","         86.95","         83.10","         84.70","         85.05","         84.75","      30732","             2604426.25","        390","      18969","         61.72"
"NITINSPIN","EQ","12-Mar-2021","         85.05","         88.20","         88.20","         83.50","         83.80","         84.00","         84.78","      73805","             6257166.00","        619","      58697","         79.53"
"NITINSPIN","EQ","15-Mar-2021","         84.00","         85.95","         89.20","         81.75","         87.50","         87.90","         87.03","     179323","            15607310.90","       1637","     116161","         64.78"
"NITINSPIN","EQ","16-Mar-2021","         87.90","         87.90","         90.55","         87.00","         88.50","         88.45","         88.19","     723359","            63790162.45","       1434","     386730","         53.46"
"NITINSPIN","EQ","17-Mar-2021","         88.45","         90.45","         91.20","         85.70","         86.90","         86.40","         88.94","     136606","            12150257.55","       1276","      85599","         62.66"
"NITINSPIN","EQ","18-Mar-2021","         86.40","         86.50","         88.00","         81.10","         82.50","         81.80","         82.62","     126228","            10429097.25","        717","     107272","         84.98"
"NITINSPIN","EQ","19-Mar-2021","         81.80","         86.20","         86.20","         80.10","         84.85","         84.05","         82.95","     107253","             8897149.30","        832","      75882","         70.75"
"NITINSPIN","EQ","22-Mar-2021","         84.05","         83.70","         87.00","         82.00","         83.10","         82.65","         84.35","     115623","             9753248.45","        699","      86899","         75.16"
"NITINSPIN","EQ","23-Mar-2021","         82.65","         82.25","         86.50","         81.60","         82.00","         81.90","         82.51","     150742","            12438122.25","        940","     105625","         70.07"
"NITINSPIN","EQ","24-Mar-2021","         81.90","         81.15","         84.45","         81.15","         84.00","         83.70","         82.98","      62819","             5212846.00","        515","      50460","         80.33"
"NITINSPIN","EQ","25-Mar-2021","         83.70","         81.60","         84.55","         81.50","         83.05","         83.65","         82.55","     105792","             8733141.55","        643","      87622","         82.82"
"NITINSPIN","EQ","26-Mar-2021","         83.65","         83.60","         84.40","         81.70","         82.10","         82.05","         82.63","      33085","             2733811.00","        357","      23125","         69.90"
"NITINSPIN","EQ","30-Mar-2021","         82.05","         82.40","         82.90","         80.20","         81.50","         81.35","         81.67","      40948","             3344066.35","        433","      28175","         68.81"
"NITINSPIN","EQ","31-Mar-2021","         81.35","         81.25","         82.00","         80.15","         80.40","         80.75","         81.14","      22028","             1787368.60","        279","      16827","         76.39"
"NITINSPIN","EQ","01-Apr-2021","         80.75","         80.80","         86.00","         80.80","         86.00","         84.70","         83.14","      60675","             5044603.45","        409","      46426","         76.52"
"NITINSPIN","EQ","05-Apr-2021","         84.70","         84.70","         84.70","         81.30","         84.35","         84.10","         82.80","      80794","             6689979.60","        700","      52687","         65.21"
"NITINSPIN","EQ","06-Apr-2021","         84.10","         84.15","         84.70","         83.50","         83.80","         84.10","         83.98","      33669","             2827599.95","        357","      27245","         80.92"
"NITINSPIN","EQ","07-Apr-2021","         84.10","         85.75","         86.00","         84.00","         84.50","         84.80","         84.74","      33861","             2869485.05","        382","      26430","         78.05"
"NITINSPIN","EQ","08-Apr-2021","         84.80","         91.50","         91.95","         87.00","         87.95","         87.70","         88.59","     168411","            14919748.95","       1780","      77274","         45.88"
"NITINSPIN","EQ","09-Apr-2021","         87.70","         88.80","         89.15","         84.65","         88.50","         88.45","         87.28","      91753","             8008130.85","       1110","      58921","         64.22"
"NITINSPIN","EQ","12-Apr-2021","         88.45","         89.00","         89.65","         80.00","         81.00","         81.45","         82.44","     132668","            10936623.75","       1377","      94791","         71.45"
"NITINSPIN","EQ","13-Apr-2021","         81.45","         81.00","         86.55","         81.00","         85.60","         85.05","         83.57","     226631","            18939225.80","       1762","     165603","         73.07"
"NITINSPIN","EQ","15-Apr-2021","         85.05","         84.30","         84.30","         80.50","         81.30","         81.45","         81.38","     104702","             8520541.05","       1144","      79643","         76.07"
"NITINSPIN","EQ","16-Apr-2021","         81.45","         82.50","         84.70","         81.40","         81.95","         81.85","         82.73","     178776","            14791008.45","       1547","     113210","         63.33"
"NITINSPIN","EQ","19-Apr-2021","         81.85","         80.05","         81.45","         78.80","         79.00","         79.75","         80.04","     145562","            11651208.95","       1192","     112323","         77.17"
"NITINSPIN","EQ","20-Apr-2021","         79.75","         79.75","         81.60","         78.30","         79.00","         78.70","         79.28","     103072","             8171106.35","        849","      79199","         76.84"
"NITINSPIN","EQ","22-Apr-2021","         78.70","         78.70","         80.70","         77.00","         80.50","         79.65","         77.94","     107313","             8364421.30","       1117","      77783","         72.48"
"NITINSPIN","EQ","23-Apr-2021","         79.65","         81.55","         81.80","         78.85","         80.25","         80.80","         80.24","      79839","             6406524.20","        641","      61681","         77.26"
"NITINSPIN","EQ","26-Apr-2021","         80.80","         82.00","         84.00","         80.25","         83.10","         83.45","         82.23","     160005","            13156561.30","        877","     142587","         89.11"
"NITINSPIN","EQ","27-Apr-2021","         83.45","         83.45","         90.85","         83.45","         89.50","         88.85","         88.06","     283025","            24924297.05","       2058","     216439","         76.47"
"NITINSPIN","EQ","28-Apr-2021","         88.85","         88.85","         90.90","         86.60","         86.80","         87.50","         88.87","      91494","             8131263.95","       1166","      58566","         64.01"
"NITINSPIN","EQ","29-Apr-2021","         87.50","         85.10","         88.00","         84.10","         85.80","         86.25","         86.03","      51656","             4444152.45","        846","      27965","         54.14"
"NITINSPIN","EQ","30-Apr-2021","         86.25","         85.00","         88.95","         84.55","         87.60","         87.85","         87.07","      67892","             5911236.15","       1105","      43992","         64.80"
